age,job,education,balance,housing,loan,pdays,previous,poutcome,duration,y
38,admin.,secondary,883,yes,no,327,9,other,95,no
32,services,secondary,55,yes,no,-1,0,unknown,546,no
41,admin.,secondary,8238,yes,yes,-1,0,unknown,124,no
25,blue-collar,secondary,913,yes,no,-1,0,unknown,113,no
38,blue-collar,secondary,595,yes,no,-1,0,unknown,245,no
26,technician,secondary,7,yes,no,-1,0,unknown,188,no
37,technician,tertiary,1661,no,no,-1,0,unknown,199,no
30,management,tertiary,102,yes,no,426,3,other,470,yes
36,services,secondary,338,no,no,-1,0,unknown,90,no
33,management,secondary,3132,yes,no,-1,0,unknown,350,no
33,admin.,tertiary,490,yes,no,363,2,failure,31,no
35,management,tertiary,2682,yes,no,-1,0,unknown,156,no
24,services,tertiary,0,yes,no,-1,0,unknown,299,no
29,unemployed,secondary,596,no,no,-1,0,unknown,510,no
54,blue-collar,secondary,2059,yes,no,-1,0,unknown,177,no
27,admin.,secondary,132,no,no,-1,0,unknown,123,no
34,management,secondary,0,no,no,-1,0,unknown,270,no
39,blue-collar,primary,385,yes,no,-1,0,unknown,225,no
38,management,tertiary,223,no,no,-1,0,unknown,63,no
37,management,tertiary,0,yes,no,-1,0,unknown,247,no
26,services,secondary,512,yes,yes,239,3,failure,206,no
36,entrepreneur,tertiary,1169,yes,no,-1,0,unknown,168,no
35,management,tertiary,71,yes,no,-1,0,unknown,836,no
30,management,tertiary,940,no,no,-1,0,unknown,131,no
25,technician,secondary,-80,yes,yes,-1,0,unknown,89,no
34,technician,secondary,0,yes,no,-1,0,unknown,116,no
52,unknown,unknown,1317,no,no,-1,0,unknown,58,no
39,admin.,secondary,179,no,no,-1,0,unknown,36,no
34,management,secondary,1007,yes,no,-1,0,unknown,240,no
34,management,secondary,0,no,no,-1,0,unknown,132,no
30,services,secondary,1286,yes,yes,-1,0,unknown,544,no
33,services,secondary,804,yes,yes,-1,0,unknown,266,no
30,student,secondary,4,no,no,-1,0,unknown,443,no
51,blue-collar,primary,0,yes,no,-1,0,unknown,324,no
36,services,secondary,417,yes,no,207,3,failure,15,no
48,blue-collar,primary,1678,no,no,-1,0,unknown,263,no
37,services,secondary,532,yes,no,-1,0,unknown,199,no
58,management,secondary,407,yes,no,-1,0,unknown,145,no
56,management,tertiary,659,no,yes,-1,0,unknown,56,no
34,blue-collar,secondary,393,yes,no,-1,0,unknown,11,no
33,admin.,secondary,661,yes,no,173,2,other,411,no
26,services,secondary,0,no,no,-1,0,unknown,165,no
40,management,unknown,838,yes,no,-1,0,unknown,619,no
35,services,secondary,195,yes,no,-1,0,unknown,203,no
45,entrepreneur,secondary,68,yes,no,-1,0,unknown,254,no
37,technician,secondary,-242,yes,no,-1,0,unknown,1149,yes
35,management,tertiary,321,yes,no,-1,0,unknown,189,no
43,services,secondary,3403,yes,no,97,2,success,707,yes
28,blue-collar,secondary,8,yes,no,-1,0,unknown,196,no
32,blue-collar,secondary,739,yes,no,-1,0,unknown,171,no
26,unemployed,secondary,622,no,no,-1,0,unknown,1451,yes
35,services,secondary,152,yes,no,-1,0,unknown,563,yes
35,technician,secondary,2,no,no,-1,0,unknown,239,no
39,blue-collar,secondary,1439,yes,no,-1,0,unknown,73,no
42,blue-collar,secondary,1491,yes,no,334,2,failure,203,no
32,technician,secondary,6402,yes,no,167,1,success,158,no
30,unemployed,secondary,1210,no,no,-1,0,unknown,100,no
26,management,tertiary,122,no,yes,-1,0,unknown,160,no
30,student,secondary,0,yes,no,-1,0,unknown,661,no
32,management,tertiary,62,yes,no,-1,0,unknown,166,no
47,services,secondary,3333,yes,yes,-1,0,unknown,114,no
33,technician,tertiary,16992,yes,no,-1,0,unknown,58,no
57,blue-collar,primary,23,yes,no,-1,0,unknown,25,no
35,admin.,secondary,0,yes,no,-1,0,unknown,121,no
53,technician,tertiary,6072,no,yes,-1,0,unknown,226,no
24,retired,secondary,366,no,yes,-1,0,unknown,234,no
54,management,tertiary,0,no,yes,-1,0,unknown,88,no
31,management,tertiary,1343,yes,yes,-1,0,unknown,85,no
41,entrepreneur,secondary,2105,yes,no,-1,0,unknown,134,no
44,unknown,secondary,2319,no,no,-1,0,unknown,251,no
35,services,secondary,35,yes,no,-1,0,unknown,152,no
30,management,tertiary,877,no,no,83,5,failure,202,no
43,blue-collar,primary,30,yes,no,-1,0,unknown,379,no
51,entrepreneur,secondary,-2082,no,yes,-1,0,unknown,123,no
60,retired,secondary,89,no,no,-1,0,unknown,156,no
43,self-employed,secondary,104,no,no,-1,0,unknown,332,no
31,management,tertiary,1750,yes,no,-1,0,unknown,90,no
56,management,primary,772,yes,no,-1,0,unknown,291,no
42,technician,secondary,1048,yes,no,-1,0,unknown,23,no
52,entrepreneur,primary,592,no,no,-1,0,unknown,122,no
40,technician,secondary,0,yes,yes,172,1,failure,105,no
36,services,secondary,3064,yes,no,-1,0,unknown,1143,no
40,services,primary,33,no,no,-1,0,unknown,70,no
46,blue-collar,secondary,0,yes,no,-1,0,unknown,264,no
32,admin.,secondary,1649,no,no,-1,0,unknown,204,no
31,housemaid,tertiary,287,yes,no,-1,0,unknown,182,no
41,technician,secondary,0,yes,no,-1,0,unknown,386,no
58,housemaid,primary,419,no,yes,-1,0,unknown,295,no
36,services,secondary,257,yes,no,-1,0,unknown,86,no
52,technician,secondary,118,no,no,-1,0,unknown,16,no
42,management,tertiary,251,no,no,-1,0,unknown,413,no
32,management,tertiary,1731,yes,yes,-1,0,unknown,323,no
62,management,tertiary,0,no,no,-1,0,unknown,78,no
31,technician,tertiary,23,no,no,-1,0,unknown,121,no
41,blue-collar,secondary,-386,no,yes,-1,0,unknown,477,yes
34,self-employed,tertiary,5498,no,no,-1,0,unknown,265,no
44,management,tertiary,5063,no,no,-1,0,unknown,418,yes
42,blue-collar,primary,7041,yes,no,-1,0,unknown,386,no
37,entrepreneur,secondary,654,no,no,-1,0,unknown,594,no
47,management,tertiary,1890,no,no,-1,0,unknown,161,no
32,unemployed,secondary,2400,yes,yes,-1,0,unknown,450,no
46,blue-collar,secondary,519,yes,no,-1,0,unknown,217,no
39,technician,tertiary,1190,no,no,-1,0,unknown,136,no
28,services,secondary,229,yes,no,-1,0,unknown,322,no
26,student,secondary,203,no,no,196,1,failure,104,no
52,technician,secondary,1818,no,yes,111,4,failure,189,no
42,unemployed,secondary,1289,no,no,415,2,failure,250,yes
33,technician,tertiary,39,no,no,-1,0,unknown,123,no
73,retired,primary,796,no,no,182,2,failure,427,yes
35,admin.,secondary,57,no,yes,-1,0,unknown,632,no
40,management,tertiary,1548,yes,no,-1,0,unknown,101,no
51,technician,secondary,117,no,no,88,4,other,467,yes
37,admin.,secondary,0,yes,no,-1,0,unknown,640,no
39,management,tertiary,691,yes,yes,255,1,failure,517,no
28,blue-collar,secondary,64,yes,no,-1,0,unknown,160,no
49,technician,tertiary,0,yes,no,-1,0,unknown,177,no
36,admin.,secondary,957,yes,no,-1,0,unknown,206,no
45,technician,secondary,118,yes,no,-1,0,unknown,208,no
29,technician,tertiary,218,yes,no,-1,0,unknown,169,no
35,management,secondary,724,yes,no,415,1,failure,287,yes
35,housemaid,tertiary,20,yes,yes,-1,0,unknown,505,no
30,blue-collar,secondary,-28,yes,no,371,1,failure,284,no
46,blue-collar,primary,665,no,no,235,2,failure,89,no
25,student,tertiary,5,no,no,-1,0,unknown,138,no
36,management,tertiary,925,no,no,189,4,success,321,yes
42,blue-collar,primary,2519,yes,no,-1,0,unknown,262,no
57,admin.,secondary,3927,no,no,-1,0,unknown,61,no
42,management,tertiary,401,yes,no,-1,0,unknown,217,no
29,management,tertiary,581,yes,yes,-1,0,unknown,192,no
36,technician,tertiary,1327,no,no,-1,0,unknown,174,no
31,unemployed,secondary,3242,no,no,-1,0,unknown,292,no
59,technician,primary,3163,yes,no,-1,0,unknown,240,no
50,unemployed,secondary,32,no,no,-1,0,unknown,282,no
47,admin.,secondary,310,yes,yes,-1,0,unknown,128,no
46,housemaid,primary,0,no,no,-1,0,unknown,161,no
26,blue-collar,primary,155,yes,no,244,4,failure,291,no
31,services,secondary,11386,yes,no,-1,0,unknown,356,no
30,services,tertiary,1380,yes,no,-1,0,unknown,294,no
47,blue-collar,unknown,2443,no,no,-1,0,unknown,422,no
23,technician,tertiary,1129,yes,no,-1,0,unknown,806,yes
44,unemployed,primary,4232,no,no,-1,0,unknown,227,no
42,self-employed,secondary,5564,no,no,-1,0,unknown,560,no
32,services,secondary,-402,yes,no,-1,0,unknown,135,no
28,admin.,secondary,1323,yes,no,-1,0,unknown,361,no
57,retired,primary,1623,yes,yes,-1,0,unknown,246,no
38,technician,tertiary,1042,yes,no,-1,0,unknown,419,no
22,student,secondary,2488,no,no,38,10,other,449,yes
54,admin.,secondary,865,yes,no,-1,0,unknown,71,no
32,technician,tertiary,-1053,yes,no,-1,0,unknown,357,no
32,management,tertiary,1667,yes,no,179,3,failure,164,no
59,admin.,secondary,975,yes,no,-1,0,unknown,263,no
45,technician,secondary,2571,no,no,-1,0,unknown,146,no
53,unknown,primary,732,no,no,-1,0,unknown,759,yes
50,admin.,secondary,769,no,no,363,4,failure,72,no
34,technician,secondary,-136,yes,yes,-1,0,unknown,131,no
35,admin.,secondary,3636,no,yes,-1,0,unknown,808,yes
30,management,tertiary,931,no,no,-1,0,unknown,1183,no
62,housemaid,secondary,565,no,no,-1,0,unknown,123,no
40,blue-collar,secondary,271,yes,no,-1,0,unknown,483,no
26,self-employed,tertiary,1153,no,no,-1,0,unknown,238,no
34,management,tertiary,-73,yes,no,-1,0,unknown,90,no
50,unknown,unknown,558,no,no,683,6,failure,464,yes
31,unknown,tertiary,137,no,no,-1,0,unknown,385,no
35,technician,secondary,700,yes,no,-1,0,unknown,240,no
55,retired,primary,-966,no,yes,-1,0,unknown,104,no
34,admin.,secondary,96,no,no,-1,0,unknown,109,no
58,retired,primary,4007,no,no,-1,0,unknown,598,no
50,management,tertiary,567,yes,no,-1,0,unknown,274,no
31,technician,secondary,40,no,no,-1,0,unknown,123,no
47,admin.,secondary,136,no,yes,-1,0,unknown,70,no
38,self-employed,tertiary,917,yes,no,-1,0,unknown,260,no
46,management,tertiary,593,yes,no,-1,0,unknown,190,no
42,blue-collar,primary,505,yes,no,-1,0,unknown,521,no
34,blue-collar,secondary,2542,yes,no,-1,0,unknown,228,no
37,management,tertiary,5355,no,no,-1,0,unknown,466,yes
38,student,tertiary,807,no,no,-1,0,unknown,74,no
59,retired,secondary,9976,yes,no,-1,0,unknown,57,no
32,admin.,secondary,0,no,no,-1,0,unknown,119,no
55,management,tertiary,540,no,no,-1,0,unknown,124,no
35,blue-collar,secondary,280,yes,yes,-1,0,unknown,65,no
56,management,tertiary,-59,no,yes,-1,0,unknown,127,no
27,admin.,secondary,-517,yes,no,-1,0,unknown,172,no
42,unemployed,secondary,2613,yes,no,-1,0,unknown,174,no
42,student,unknown,-7,no,no,-1,0,unknown,41,no
41,blue-collar,primary,0,yes,no,-1,0,unknown,232,no
53,retired,secondary,-200,no,yes,-1,0,unknown,161,no
67,retired,primary,2301,no,no,-1,0,unknown,124,no
53,housemaid,primary,104,no,yes,-1,0,unknown,701,yes
33,blue-collar,primary,191,yes,no,-1,0,unknown,162,no
31,technician,unknown,694,yes,no,-1,0,unknown,431,no
31,admin.,secondary,212,yes,no,-1,0,unknown,191,no
30,management,tertiary,1882,yes,no,-1,0,unknown,249,no
48,blue-collar,unknown,131,yes,no,-1,0,unknown,189,no
30,technician,secondary,175,no,no,-1,0,unknown,167,no
43,technician,tertiary,0,no,no,-1,0,unknown,73,no
38,management,tertiary,4425,yes,no,-1,0,unknown,162,no
46,unemployed,secondary,3533,yes,no,-1,0,unknown,235,no
59,blue-collar,secondary,3573,no,no,-1,0,unknown,44,no
44,management,tertiary,476,yes,yes,-1,0,unknown,127,no
35,blue-collar,secondary,1257,yes,no,329,7,failure,93,no
55,blue-collar,unknown,23,no,no,2,3,other,143,no
39,management,tertiary,0,yes,no,-1,0,unknown,81,no
36,services,secondary,398,yes,yes,-1,0,unknown,77,no
33,blue-collar,secondary,745,yes,no,-1,0,unknown,115,no
48,management,tertiary,8106,no,no,111,3,failure,125,no
33,management,tertiary,0,no,no,-1,0,unknown,53,no
67,retired,unknown,696,no,no,-1,0,unknown,77,no
48,unemployed,secondary,1266,yes,no,-1,0,unknown,45,no
57,management,tertiary,2416,no,no,-1,0,unknown,74,no
31,housemaid,primary,25,no,no,-1,0,unknown,169,no
30,student,tertiary,7513,no,no,-1,0,unknown,269,no
56,entrepreneur,primary,29,no,no,227,1,failure,52,no
26,blue-collar,primary,5116,yes,no,-1,0,unknown,246,no
44,management,secondary,-1746,yes,no,-1,0,unknown,218,no
44,technician,secondary,14,no,no,92,1,success,167,yes
31,management,tertiary,4148,yes,no,99,9,other,316,yes
47,self-employed,unknown,14,yes,no,-1,0,unknown,142,no
30,admin.,secondary,105,yes,no,-1,0,unknown,75,no
37,management,tertiary,767,no,yes,-1,0,unknown,204,no
56,admin.,primary,0,no,yes,-1,0,unknown,542,no
43,management,secondary,-228,yes,yes,-1,0,unknown,122,no
42,services,secondary,508,yes,no,-1,0,unknown,70,no
60,management,secondary,725,yes,no,-1,0,unknown,266,no
34,blue-collar,unknown,41,yes,no,-1,0,unknown,34,no
34,management,tertiary,184,no,no,-1,0,unknown,203,no
41,management,tertiary,251,no,yes,-1,0,unknown,85,no
38,management,secondary,-17,no,no,-1,0,unknown,11,no
23,services,secondary,-19,yes,no,-1,0,unknown,13,no
33,management,tertiary,1064,yes,no,-1,0,unknown,562,yes
36,blue-collar,secondary,777,yes,no,-1,0,unknown,185,no
49,unemployed,tertiary,377,no,no,59,2,failure,158,no
34,admin.,secondary,479,yes,no,350,5,failure,515,yes
40,technician,secondary,-375,yes,no,-1,0,unknown,60,no
72,retired,primary,796,no,no,-1,0,unknown,173,no
43,technician,secondary,17,yes,no,-1,0,unknown,353,no
44,blue-collar,secondary,1071,yes,no,357,1,failure,143,no
35,admin.,secondary,0,yes,no,-1,0,unknown,18,no
46,admin.,secondary,7378,no,no,-1,0,unknown,466,no
55,admin.,secondary,865,yes,no,151,1,failure,85,no
50,technician,secondary,-701,yes,yes,-1,0,unknown,148,no
23,blue-collar,unknown,817,yes,no,-1,0,unknown,123,no
34,student,unknown,1387,no,no,-1,0,unknown,121,no
40,blue-collar,secondary,0,yes,yes,-1,0,unknown,245,no
61,retired,secondary,2917,no,no,-1,0,unknown,215,yes
53,technician,secondary,4541,yes,no,-1,0,unknown,190,no
57,technician,secondary,0,no,no,-1,0,unknown,44,no
28,blue-collar,secondary,4287,no,no,-1,0,unknown,171,no
25,admin.,secondary,242,yes,no,-1,0,unknown,62,no
38,blue-collar,secondary,171,yes,yes,-1,0,unknown,172,no
27,services,secondary,259,yes,no,-1,0,unknown,78,no
45,blue-collar,secondary,827,yes,no,-1,0,unknown,319,no
31,services,secondary,469,no,yes,-1,0,unknown,111,no
39,blue-collar,primary,2226,yes,no,-1,0,unknown,158,no
42,technician,secondary,0,no,no,-1,0,unknown,82,no
46,management,tertiary,477,yes,no,-1,0,unknown,128,no
36,services,secondary,42,yes,no,-1,0,unknown,102,no
30,management,tertiary,775,yes,no,-1,0,unknown,124,no
32,blue-collar,secondary,9,yes,no,-1,0,unknown,334,no
52,technician,tertiary,2557,no,no,204,2,success,134,yes
31,management,tertiary,2395,no,no,-1,0,unknown,218,no
60,management,primary,4895,no,no,-1,0,unknown,313,no
35,blue-collar,secondary,376,yes,yes,-1,0,unknown,207,no
38,management,tertiary,389,yes,no,-1,0,unknown,262,no
46,management,tertiary,134,no,no,-1,0,unknown,134,no
45,entrepreneur,tertiary,1273,yes,yes,-1,0,unknown,197,no
59,services,secondary,0,yes,no,-1,0,unknown,214,no
34,management,tertiary,2892,yes,yes,-1,0,unknown,1165,no
33,technician,secondary,0,yes,no,-1,0,unknown,177,no
46,management,secondary,295,yes,no,-1,0,unknown,141,no
48,admin.,secondary,292,yes,yes,-1,0,unknown,164,no
31,services,secondary,85,no,no,-1,0,unknown,151,no
32,technician,secondary,4,no,no,260,4,failure,145,no
35,blue-collar,primary,-587,yes,no,-1,0,unknown,111,no
36,blue-collar,primary,367,no,no,221,1,failure,217,no
52,management,tertiary,-1224,yes,no,-1,0,unknown,253,no
45,management,tertiary,959,no,no,-1,0,unknown,74,no
34,management,tertiary,0,no,no,-1,0,unknown,263,no
25,blue-collar,primary,-589,yes,no,-1,0,unknown,233,no
26,management,tertiary,-8,no,no,-1,0,unknown,402,no
57,management,unknown,0,no,no,-1,0,unknown,585,no
48,management,primary,247,yes,yes,-1,0,unknown,145,no
48,technician,unknown,5543,no,no,-1,0,unknown,143,no
32,blue-collar,primary,642,no,yes,-1,0,unknown,524,no
58,retired,secondary,11,no,no,-1,0,unknown,270,no
57,management,primary,-226,yes,no,-1,0,unknown,272,no
31,entrepreneur,tertiary,5191,no,no,-1,0,unknown,187,no
33,blue-collar,secondary,-320,no,no,-1,0,unknown,268,no
53,entrepreneur,tertiary,2289,yes,yes,-1,0,unknown,183,no
36,admin.,secondary,725,yes,no,99,8,failure,123,no
32,technician,tertiary,705,yes,no,-1,0,unknown,20,no
45,blue-collar,secondary,776,yes,no,253,1,failure,232,no
35,unemployed,tertiary,816,yes,no,-1,0,unknown,547,no
41,services,secondary,171,no,no,-1,0,unknown,71,no
54,services,secondary,812,no,no,-1,0,unknown,113,no
49,services,secondary,823,no,no,-1,0,unknown,780,yes
28,technician,secondary,1453,yes,no,343,1,other,246,no
24,blue-collar,unknown,431,yes,no,-1,0,unknown,108,no
30,admin.,secondary,1009,yes,no,-1,0,unknown,253,no
32,self-employed,primary,286,yes,no,-1,0,unknown,175,no
53,entrepreneur,tertiary,22370,yes,no,-1,0,unknown,106,no
42,blue-collar,primary,2111,yes,no,-1,0,unknown,86,no
48,blue-collar,primary,5366,yes,no,-1,0,unknown,248,no
33,technician,secondary,181,yes,yes,-1,0,unknown,265,no
31,blue-collar,secondary,-452,yes,no,-1,0,unknown,182,no
56,unemployed,primary,1770,no,no,-1,0,unknown,916,no
58,retired,primary,0,no,no,-1,0,unknown,506,no
37,admin.,secondary,-296,yes,no,-1,0,unknown,81,no
59,management,primary,2358,yes,no,-1,0,unknown,30,no
50,management,tertiary,1200,no,no,-1,0,unknown,904,yes
39,housemaid,primary,109,yes,no,-1,0,unknown,699,no
30,technician,secondary,616,yes,no,-1,0,unknown,19,no
47,services,secondary,4906,yes,no,-1,0,unknown,389,no
44,self-employed,secondary,313,no,no,-1,0,unknown,211,no
38,blue-collar,primary,290,yes,no,-1,0,unknown,283,no
50,management,tertiary,1240,no,no,-1,0,unknown,474,no
27,admin.,tertiary,3672,yes,no,351,5,failure,157,no
73,retired,secondary,19,no,no,-1,0,unknown,509,no
46,blue-collar,primary,143,yes,no,-1,0,unknown,279,no
56,retired,secondary,212,no,yes,-1,0,unknown,27,no
36,management,tertiary,9,no,no,-1,0,unknown,386,yes
33,blue-collar,primary,3074,no,no,-1,0,unknown,679,no
40,management,tertiary,1734,yes,no,-1,0,unknown,169,no
52,management,tertiary,575,no,no,-1,0,unknown,315,no
51,blue-collar,secondary,397,yes,no,-1,0,unknown,293,no
33,blue-collar,secondary,640,yes,no,-1,0,unknown,439,no
54,services,secondary,158,yes,no,-1,0,unknown,198,no
44,management,secondary,2984,yes,no,-1,0,unknown,770,no
50,entrepreneur,secondary,1011,yes,no,-1,0,unknown,340,no
45,blue-collar,secondary,0,yes,no,192,4,failure,1472,yes
36,management,tertiary,1133,yes,no,181,2,other,293,yes
42,technician,secondary,4945,yes,no,-1,0,unknown,311,yes
37,technician,secondary,712,yes,no,-1,0,unknown,291,no
28,services,secondary,-427,yes,yes,-1,0,unknown,965,no
56,admin.,secondary,2146,no,yes,-1,0,unknown,594,no
59,admin.,secondary,92,yes,no,350,1,failure,139,no
32,unemployed,secondary,10,yes,no,-1,0,unknown,501,no
57,retired,primary,1238,yes,no,-1,0,unknown,274,no
49,admin.,secondary,981,yes,no,-1,0,unknown,10,no
56,entrepreneur,unknown,575,no,no,-1,0,unknown,18,no
48,admin.,unknown,-70,no,no,-1,0,unknown,243,no
27,student,tertiary,3733,yes,no,98,6,success,198,yes
31,management,tertiary,574,yes,no,-1,0,unknown,410,no
28,blue-collar,secondary,43,no,no,-1,0,unknown,190,no
36,management,tertiary,428,no,no,-1,0,unknown,121,no
58,housemaid,primary,0,yes,no,-1,0,unknown,148,no
46,admin.,secondary,0,yes,yes,259,2,failure,239,no
32,management,tertiary,474,yes,no,-1,0,unknown,90,no
39,services,secondary,-540,no,no,-1,0,unknown,29,no
35,self-employed,tertiary,560,yes,no,136,1,failure,58,no
31,management,tertiary,325,yes,no,-1,0,unknown,1139,yes
29,management,tertiary,437,no,no,92,1,success,504,yes
48,blue-collar,primary,574,no,no,-1,0,unknown,348,no
60,retired,primary,0,no,no,-1,0,unknown,130,no
74,retired,secondary,935,no,no,104,1,other,100,no
30,services,secondary,699,yes,no,-1,0,unknown,544,no
52,admin.,primary,0,no,no,-1,0,unknown,182,no
24,blue-collar,secondary,-220,yes,no,-1,0,unknown,90,no
29,services,secondary,11417,yes,no,-1,0,unknown,272,no
33,housemaid,primary,212,yes,no,-1,0,unknown,260,no
34,blue-collar,secondary,67,yes,yes,-1,0,unknown,672,no
45,admin.,secondary,0,no,no,-1,0,unknown,264,yes
31,blue-collar,secondary,0,no,yes,-1,0,unknown,275,no
45,technician,secondary,1673,no,no,-1,0,unknown,76,no
27,services,secondary,-1202,yes,no,-1,0,unknown,749,no
30,management,tertiary,4213,no,no,-1,0,unknown,142,no
45,blue-collar,primary,0,no,no,-1,0,unknown,454,no
57,blue-collar,secondary,1521,yes,yes,178,5,failure,102,no
34,management,tertiary,1310,no,no,158,7,other,521,no
40,admin.,secondary,0,yes,yes,-1,0,unknown,57,no
39,management,tertiary,399,no,no,-1,0,unknown,504,no
46,technician,tertiary,405,no,no,-1,0,unknown,138,no
55,management,tertiary,9756,yes,no,95,1,other,103,yes
25,management,tertiary,2506,no,no,-1,0,unknown,485,yes
34,management,tertiary,697,no,no,-1,0,unknown,166,no
37,blue-collar,primary,403,yes,no,338,1,success,318,no
64,retired,tertiary,890,no,no,-1,0,unknown,531,no
45,technician,secondary,809,yes,no,363,4,failure,155,no
57,housemaid,secondary,158,yes,no,-1,0,unknown,73,no
21,student,unknown,137,yes,no,-1,0,unknown,198,no
58,housemaid,secondary,2705,no,no,-1,0,unknown,137,no
41,blue-collar,secondary,75,yes,no,-1,0,unknown,479,yes
41,management,unknown,2457,yes,no,-1,0,unknown,285,no
58,management,tertiary,541,yes,no,-1,0,unknown,98,no
33,management,tertiary,287,yes,no,274,3,other,199,no
32,management,tertiary,273,yes,yes,-1,0,unknown,97,no
44,services,secondary,0,yes,no,-1,0,unknown,389,no
47,unknown,unknown,677,no,no,99,4,success,384,no
41,self-employed,primary,340,no,no,-1,0,unknown,37,no
54,technician,tertiary,98,no,no,-1,0,unknown,420,no
47,technician,tertiary,477,yes,no,366,1,failure,973,no
32,management,tertiary,2629,no,no,-1,0,unknown,77,no
59,housemaid,tertiary,0,no,yes,-1,0,unknown,376,no
29,technician,tertiary,2325,no,no,-1,0,unknown,125,yes
48,services,secondary,-20,no,no,-1,0,unknown,142,no
32,technician,secondary,230,yes,no,266,8,failure,442,yes
46,management,secondary,-852,no,yes,-1,0,unknown,728,no
31,blue-collar,primary,-280,no,no,-1,0,unknown,281,no
53,blue-collar,secondary,25,no,no,-1,0,unknown,528,yes
34,technician,tertiary,9851,yes,no,-1,0,unknown,128,no
48,services,unknown,5095,yes,no,-1,0,unknown,71,no
32,technician,secondary,687,no,no,-1,0,unknown,161,no
31,management,secondary,1368,yes,no,-1,0,unknown,129,no
27,blue-collar,primary,-179,yes,no,-1,0,unknown,54,no
60,admin.,secondary,-396,yes,no,350,1,failure,443,no
34,blue-collar,tertiary,1011,yes,no,-1,0,unknown,136,no
52,self-employed,secondary,9,no,yes,-1,0,unknown,44,no
48,blue-collar,secondary,1159,yes,yes,-1,0,unknown,1181,no
45,technician,primary,-322,no,no,-1,0,unknown,225,no
54,technician,secondary,1114,yes,no,-1,0,unknown,81,no
52,services,secondary,2072,no,no,-1,0,unknown,224,no
47,entrepreneur,tertiary,459,yes,no,-1,0,unknown,189,no
54,unknown,secondary,1157,no,no,-1,0,unknown,98,no
34,blue-collar,secondary,8309,yes,yes,-1,0,unknown,50,no
39,technician,tertiary,1043,no,no,-1,0,unknown,195,no
46,technician,secondary,2098,no,no,-1,0,unknown,110,no
26,unemployed,secondary,461,no,no,-1,0,unknown,214,no
37,technician,secondary,61,yes,no,-1,0,unknown,182,no
47,blue-collar,secondary,1203,yes,no,-1,0,unknown,239,no
35,technician,secondary,1067,no,yes,-1,0,unknown,179,no
57,unemployed,primary,0,no,no,-1,0,unknown,540,no
34,management,tertiary,1657,yes,no,356,4,failure,566,no
47,technician,secondary,1219,no,no,-1,0,unknown,697,yes
27,technician,secondary,7,yes,no,-1,0,unknown,98,no
40,blue-collar,secondary,-839,yes,yes,-1,0,unknown,1018,yes
39,technician,secondary,994,no,no,241,1,failure,221,no
36,entrepreneur,tertiary,6,no,no,-1,0,unknown,246,no
42,technician,secondary,0,no,no,-1,0,unknown,656,no
23,blue-collar,primary,8627,yes,no,-1,0,unknown,281,no
34,management,tertiary,133,yes,no,-1,0,unknown,65,no
34,blue-collar,secondary,247,yes,yes,-1,0,unknown,193,no
49,services,secondary,1114,no,no,-1,0,unknown,283,no
57,blue-collar,primary,1592,no,yes,-1,0,unknown,78,no
59,retired,unknown,0,no,no,-1,0,unknown,425,no
57,admin.,tertiary,46,no,no,-1,0,unknown,238,no
34,blue-collar,secondary,1221,yes,no,90,8,failure,182,no
61,management,secondary,985,no,no,-1,0,unknown,998,yes
35,blue-collar,secondary,0,yes,no,-1,0,unknown,477,no
42,management,tertiary,520,no,no,-1,0,unknown,158,no
57,services,tertiary,10,no,no,-1,0,unknown,320,no
42,blue-collar,secondary,2157,yes,no,364,2,failure,149,no
53,retired,secondary,6095,yes,yes,-1,0,unknown,410,no
63,retired,tertiary,133,yes,no,-1,0,unknown,104,no
47,self-employed,secondary,1121,no,no,-1,0,unknown,454,no
54,services,secondary,88,yes,no,-1,0,unknown,190,no
45,admin.,secondary,0,no,no,-1,0,unknown,145,no
28,management,tertiary,-328,yes,no,-1,0,unknown,318,no
58,unemployed,secondary,610,yes,no,-1,0,unknown,246,no
48,management,tertiary,414,no,no,-1,0,unknown,761,no
35,management,tertiary,0,yes,no,-1,0,unknown,171,yes
37,self-employed,tertiary,0,no,no,-1,0,unknown,143,no
37,blue-collar,secondary,685,yes,no,-1,0,unknown,968,no
37,management,primary,22856,no,no,388,1,failure,154,no
25,services,secondary,-352,no,no,-1,0,unknown,246,no
58,blue-collar,secondary,602,yes,no,-1,0,unknown,201,no
52,management,secondary,-588,yes,no,-1,0,unknown,81,no
19,student,secondary,302,no,no,-1,0,unknown,205,yes
59,blue-collar,secondary,5314,yes,no,-1,0,unknown,200,no
41,technician,secondary,64,yes,yes,-1,0,unknown,210,no
34,technician,tertiary,632,no,no,-1,0,unknown,215,no
35,technician,secondary,5731,yes,no,167,4,other,164,no
41,technician,secondary,902,no,no,-1,0,unknown,35,no
28,blue-collar,secondary,6307,yes,no,-1,0,unknown,615,no
53,management,secondary,112,no,yes,-1,0,unknown,246,no
35,services,secondary,0,no,yes,-1,0,unknown,42,no
33,admin.,tertiary,621,no,no,-1,0,unknown,217,no
37,technician,secondary,435,yes,no,-1,0,unknown,210,no
32,technician,secondary,782,yes,no,-1,0,unknown,116,no
32,blue-collar,secondary,478,yes,no,-1,0,unknown,200,no
54,services,unknown,7864,yes,no,-1,0,unknown,145,no
